ZONEID,TIMESTAMP,TARGETVAR,U10,V10,U100,V100
1,20120220 23:00,0.047457942,-2.565030912,4.325445452,-3.618556511,6.03017311
1,20120221 0:00,0.123766559,-2.301135402,4.21613196,-3.172662959,5.807472386
1,20120221 1:00,0.177614881,-2.401478275,3.689017349,-3.297693118,4.948321289
1,20120221 2:00,0.2499765,-2.168134812,3.646548249,-2.955647754,4.848178536
1,20120221 3:00,0.269899443,-1.921827823,3.747288905,-2.642819815,4.953359919
1,20120221 4:00,0.341885153,-1.541285617,3.789758005,-2.17433353,4.990519808
1,20120221 5:00,0.604924337,-1.214270226,3.840128333,-1.760252104,5.061060615
1,20120221 6:00,0.467625216,-0.958763315,3.99222697,-1.447424165,5.281500638
1,20120221 7:00,0.250822284,-0.820346315,4.109263909,-1.301337043,5.549807636
1,20120221 8:00,0.258152426,-0.571530256,4.153708315,-0.946697963,5.874799212
1,20120221 9:00,0.288976597,-0.67816571,4.046547912,-1.134092477,6.635002376
1,20120221 10:00,0.240109008,-1.184997748,3.663338359,-2.167281048,6.539898252
1,20120221 11:00,0.18954985,-1.497795079,3.41593116,-2.819131858,6.160741413
1,20120221 12:00,0.128183439,-1.475213453,3.152721505,-2.963707734,5.927704818
1,20120221 13:00,0.142561785,-1.546303756,2.987289546,-3.087126164,5.616569472
1,20120221 14:00,0.112489425,-2.143462296,3.242597973,-3.627648512,5.381013562
1,20120221 15:00,0.065971242,-2.051463081,2.790252675,-3.616062292,4.695760007
1,20120221 16:00,0.063057983,-2.544913415,2.81691932,-4.14550217,4.469021698
1,20120221 17:00,0.07160981,-3.147090094,2.328030843,-4.882990258,3.603637153
1,20120221 18:00,0.084578514,-3.223198535,1.621858599,-5.219494385,2.527889843
1,20120221 19:00,0.077718258,-2.088680945,1.192723159,-4.375211574,2.13676626
1,20120221 20:00,0.058453151,-1.395759586,1.455932813,-3.634700994,3.041200181
1,20120221 21:00,0.038530214,-2.398969206,2.251981524,-3.984806336,3.531206859
1,20120221 22:00,0.04680011,-3.585759078,1.909759591,-4.860825315,2.672120601
1,20120221 23:00,0.068132692,-3.341124802,1.312723057,-4.49258502,1.792249997
1,20120222 0:00,0.066629074,-2.441623387,1.399142738,-3.272001934,1.755719936
1,20120222 1:00,0.103561693,-1.371673228,2.26128911,-1.817227794,2.91571379
1,20120222 2:00,0.049431444,-1.209894907,1.654459537,-1.591975281,2.083517711
1,20120222 3:00,0.349591197,-0.785089247,1.295222065,-1.038880002,1.587096232
1,20120222 4:00,0.393102139,-0.449793588,1.107150682,-0.598634001,1.345899653
1,20120222 5:00,0.34545625,0.156966828,1.382918271,0.207368555,1.696155099
1,20120222 6:00,0.552391673,0.56819925,1.981295198,0.754665254,2.495769276
1,20120222 7:00,0.371863543,0.639367037,2.298269438,0.840305814,2.973637171
1,20120222 8:00,0.420637144,0.255281091,2.105267345,0.353671177,3.022962551
1,20120222 9:00,0.206841458,-0.066808175,1.734407484,-0.373827533,3.957882127
1,20120222 10:00,0.141152143,-0.381560555,2.316231311,-1.134779586,5.491946677
1,20120222 11:00,0.082417064,-0.677237033,2.163379289,-1.633457427,4.754781145
1,20120222 12:00,0.053566393,-0.76124437,1.745325486,-1.800724144,3.889098111
1,20120222 13:00,0.021802462,-0.924490068,1.182520113,-2.285574603,2.774978075
1,20120222 14:00,0.010431351,-0.597631827,1.089188809,-1.70973105,2.325166817
1,20120222 15:00,0.00045226,-0.550308917,1.104333134,-1.466636754,2.674969737
1,20120222 16:00,0,-0.455663096,1.216682892,-1.299816081,2.437845895
1,20120222 17:00,0,-0.214646414,1.377635367,-0.651713306,2.818420611
1,20120222 18:00,0.02348816,-0.650457402,1.464274993,-1.004088525,2.328787028
1,20120222 19:00,0.004411005,-0.794627198,1.301913743,-1.111139224,1.951832524
1,20120222 20:00,0,-0.745836911,1.127577911,-0.900160137,1.682579306
1,20120222 21:00,0,-0.395133793,0.563363764,-0.463928538,0.944508722
1,20120222 22:00,0,0.024902892,0.416499033,0.083368161,0.506463151
1,20120222 23:00,0,0.714203267,0.755309276,0.993745149,0.867126704
1,20120223 0:00,0.003371393,1.508421103,0.965568855,2.002697989,1.105155599
1,20120223 1:00,0.018692442,2.692844951,0.302140507,3.521466838,0.176663512
1,20120223 2:00,0.05507001,3.118981038,0.539209317,4.087959569,0.51421884
1,20120223 3:00,0.087491776,3.232699434,0.818967091,4.257708269,0.923189984
1,20120223 4:00,0.112771354,3.055758535,0.865386158,4.023743785,0.990495537
1,20120223 5:00,0.09876891,3.011420677,1.094165849,3.984915636,1.304416855
1,20120223 6:00,0.166995581,2.756067454,1.559185437,3.6817574,1.934828405
1,20120223 7:00,0.212292072,2.169001362,2.097149274,2.943524782,2.72142994
1,20120223 8:00,0.209942672,1.055628467,2.39307083,1.659209101,3.716113526
1,20120223 9:00,0.09829903,-0.233043184,2.457311504,-0.586352153,5.474792203
1,20120223 10:00,0.074711023,-1.290583221,2.466429535,-2.874226134,5.345318926
1,20120223 11:00,0.202988436,-1.723698414,1.598973209,-3.888735962,3.558895976
1,20120223 12:00,0.21896438,-1.846448597,0.858340407,-4.460704457,1.975931033
1,20120223 13:00,0.260125926,-2.036937175,0.411142425,-5.049100246,0.880032225
1,20120223 14:00,0.213701718,-1.876007169,0.012435791,-4.8554573,-0.134688892
1,20120223 15:00,0.103749646,-1.892839134,-0.305037475,-4.50650176,-1.09700416
1,20120223 16:00,0.079973686,-1.895712884,-0.650279291,-3.760802191,-2.303880061
1,20120223 17:00,0.176487169,-1.772552166,-1.135192765,-2.595459939,-3.815942972
1,20120223 18:00,0.186824541,-1.468345191,-1.783816344,-1.461976681,-5.037204793
1,20120223 19:00,0.075368855,-0.886205528,-2.276190026,-0.374788524,-5.842816293
1,20120223 20:00,0.087491775,-0.404647119,-2.455235001,0.316651197,-6.497375637
1,20120223 21:00,0.144253357,-0.168589075,-2.499996245,0.645694866,-6.851885799
1,20120223 22:00,0.188892017,0.209103795,-3.429206509,0.920478686,-6.246135826
1,20120223 23:00,0.12470632,0.729252563,-3.359163452,1.184310977,-5.027956702
1,20120224 0:00,0.177520907,1.452616516,-3.790612107,2.08233636,-5.297692695
1,20120224 1:00,0.238417436,2.131118599,-4.329897957,2.986809601,-5.991934817
1,20120224 2:00,0.391880457,2.632020524,-4.1591461,3.616487407,-5.711540106
1,20120224 3:00,0.352974341,2.378074897,-3.734593266,3.235469075,-5.083037862
1,20120224 4:00,0.216051116,1.892704815,-3.496185013,2.547397654,-4.743564849
1,20120224 5:00,0.34338877,1.617402904,-3.247753591,2.180004499,-4.406818528
1,20120224 6:00,0.48256741,1.285798064,-3.213388438,1.759083863,-4.42408757
1,20120224 7:00,0.485292726,0.902549846,-2.974980185,1.400449749,-4.604503615
1,20120224 8:00,0.303354942,0.305350497,-1.980180585,0.797535683,-4.558149871
1,20120224 9:00,0.149140117,-0.305827511,-2.401153716,0.016521094,-5.238004793
1,20120224 10:00,0.003544663,-0.754309467,-2.370010295,-0.884687018,-6.114181457
1,20120224 11:00,0,-0.963989343,-2.391488516,-1.686139373,-6.757226053
1,20120224 12:00,0.033925383,-0.936420322,-2.514630316,-1.858400535,-7.183498725
1,20120224 13:00,0.118973778,-0.806729436,-2.712587919,-1.549400993,-7.619769263
1,20120224 14:00,0.115966543,-0.755862651,-2.931665773,-1.394171302,-7.994689257
1,20120224 15:00,0.093788174,-0.850218595,-3.070200298,-1.535289203,-8.135113836
1,20120224 16:00,0.036738791,-0.85371326,-3.271379634,-1.587356842,-8.337343409
1,20120224 17:00,0.132318389,-0.782266784,-3.465399563,-1.414122454,-8.490492546
1,20120224 18:00,0.415562434,-0.713150084,-3.394163464,-1.275924233,-8.301896428
1,20120224 19:00,0.505215669,-0.643645088,-3.33903603,-1.136266173,-8.201917763
1,20120224 20:00,0.500140953,-0.562879507,-3.311114343,-0.950379834,-8.179195339
1,20120224 21:00,0.514895206,-0.508518057,-3.480076348,-0.747462025,-8.111482516
1,20120224 22:00,0.469128832,-0.682474695,-4.276918345,-0.95816565,-8.161471848
1,20120224 23:00,0.452870959,-0.640150424,-4.96959097,-0.843811489,-7.420266381
1,20120225 0:00,0.459261331,-0.094594451,-5.144280501,-0.046252042,-7.338920104
1,20120225 1:00,0.485574657,0.685045957,-5.185378482,1.048857389,-7.244899781
1,20120225 2:00,0.479372226,1.52303695,-5.566100183,2.151358731,-7.748783317
1,20120225 3:00,0.282586217,1.314726934,-5.193046592,1.835147274,-7.166410231
1,20120225 4:00,0.186260686,0.895183253,-5.120966351,1.255708852,-7.061757496
1,20120225 5:00,0.339253823,0.491354188,-5.085693041,0.716114769,-7.047706898
1,20120225 6:00,0.52955548,0.042574014,-4.924279309,0.107005031,-6.922705021
1,20120225 7:00,0.240578887,-0.341520419,-4.518252842,-0.441066571,-6.746830286
1,20120225 8:00,0.087491773,-0.650330881,-3.301323658,-1.117572585,-6.254574832
1,20120225 9:00,0.027526197,-0.894821057,-2.2661287,-1.923360764,-6.025889227
1,20120225 10:00,0,-1.216422485,-2.381150362,-2.657090031,-6.567564028
1,20120225 11:00,0,-1.287320981,-2.668704517,-2.869875757,-7.141216054
1,20120225 12:00,0.008067264,-1.232868012,-2.938622017,-2.720671424,-7.523004733
1,20120225 13:00,0.173291978,-1.20253515,-3.249947315,-2.524416859,-7.923689045
1,20120225 14:00,0.144347334,-1.160873147,-3.546319798,-2.281959817,-8.25508937
1,20120225 15:00,0.293581422,-1.142600339,-3.458136524,-2.211596409,-8.148014119
1,20120225 16:00,0.660558206,-1.074625492,-3.510663083,-2.072141222,-8.248790826
1,20120225 17:00,0.469128825,-0.97558687,-3.62606815,-1.837313946,-8.361680118
1,20120225 18:00,0.611502665,-1.089974651,-3.832340331,-1.964052855,-8.45034424
1,20120225 19:00,0.740625862,-1.338119389,-4.703437718,-2.323075784,-9.240084782
1,20120225 20:00,0.720702923,-0.698571095,-4.986007601,-0.991257553,-9.648521148
1,20120225 21:00,0.695517318,-0.495012009,-5.402002612,-0.600443928,-9.857826617
1,20120225 22:00,0.815148936,-0.781895101,-6.141975304,-1.028982512,-9.826333896
1,20120225 23:00,0.561789292,-0.216168953,-6.944443099,-0.213445187,-10.24688285
1,20120226 0:00,0.657269042,0.361617248,-7.041828107,0.647446865,-10.11703594
1,20120226 1:00,0.434263683,1.893466297,-6.501237471,2.746837474,-9.179189654
1,20120226 2:00,0,2.953413229,-5.946827931,4.031354558,-8.362505709
1,20120226 3:00,0.065307535,3.929499771,-5.225503633,5.611282258,-7.340706168
1,20120226 4:00,0,3.677918605,-4.439859936,5.334275818,-6.303253068
1,20120226 5:00,0,3.824674285,-3.72603299,5.469239773,-5.206964178
1,20120226 6:00,0.047255311,4.718916314,-2.881988858,6.701375742,-4.15115863
1,20120226 7:00,0.108918331,4.908408539,-0.524268571,7.513047081,-0.724108821
1,20120226 8:00,0.143031667,2.992521198,0.305175453,4.411707523,0.303628277
1,20120226 9:00,0.118409922,1.524964397,-0.145849533,3.257907277,-0.37433275
1,20120226 10:00,0.007976224,-0.679193029,-1.879316515,0.106074211,-3.683171201
1,20120226 11:00,0.007315456,-1.326691991,-2.123572391,-0.952401843,-4.160334854
1,20120226 12:00,0.055163988,-1.711724064,-0.783519153,-1.588997562,-2.424948945
1,20120226 13:00,0,-0.972301215,-0.680529196,-0.619710975,-2.247901798
1,20120226 14:00,0.000358283,0.785541547,-0.501381914,2.185274164,-1.69786813
1,20120226 15:00,0.010877736,0.023540901,-0.834027638,1.664766323,-1.226642034
1,20120226 16:00,0.0830749,-0.527196075,-0.432327345,0.046614566,-1.187238249
1,20120226 17:00,0.062870029,0.13844576,0.642950945,0.863004925,0.169223583
1,20120226 18:00,0.040315758,1.451989732,1.153954756,2.83083602,1.791795913
1,20120226 19:00,0.033079597,1.855971027,1.630233983,3.389567918,3.148797523
1,20120226 20:00,0.01945306,1.735018544,1.585249864,3.300378451,2.978227711
1,20120226 21:00,0,1.286284829,1.676796493,2.33014806,2.689446541
1,20120226 22:00,0,1.214922864,2.262379238,1.714787929,3.115331294
1,20120226 23:00,0,0.838357465,2.3807585,1.011654036,3.153115746
1,20120227 0:00,0.011553189,-0.048627415,1.767159329,-0.119023015,2.302965573
1,20120227 1:00,0.03909407,0.11926837,1.568078061,0.085232652,1.999732325
1,20120227 2:00,0.043792875,0.764737276,0.872265762,0.919343001,1.111914667
1,20120227 3:00,0.055915797,1.26119149,1.781387035,1.559665256,2.269442213
1,20120227 4:00,0.084484543,1.579220216,2.470508831,1.958839733,3.205015345
1,20120227 5:00,0.136077432,1.419617637,2.464211887,1.789698005,3.193076477
1,20120227 6:00,0.169908838,1.091001025,2.552369101,1.336398175,3.38138499
1,20120227 7:00,0.216333044,0.84198963,2.754658423,1.059972266,3.731953576
1,20120227 8:00,0.219340284,0.223186511,3.180095694,0.253891118,4.599692229
1,20120227 9:00,0.163236532,-0.928148063,2.938450473,-1.420611987,4.491699739
1,20120227 10:00,0.10807255,-1.559499788,2.546465716,-2.532114769,4.153070021
1,20120227 11:00,0.102809883,-1.402250073,2.419346162,-2.419514705,4.087948921
1,20120227 12:00,0.119443659,-1.040693371,2.210759896,-2.087513656,4.266489269
1,20120227 13:00,0.101776144,-1.172061587,1.925429626,-2.528248673,3.984840513
1,20120227 14:00,0.09829903,-1.074025605,1.8105104,-2.473640058,3.838860715
1,20120227 15:00,0.064561599,-1.081868483,1.78729042,-2.504568831,3.844830149
1,20120227 16:00,0.006390375,-0.889717958,1.870724926,-2.201080245,4.088491597
1,20120227 17:00,0.109858092,-0.827759218,2.169042643,-1.963798564,4.5644183
1,20120227 18:00,0.055445916,-1.040301227,2.611009391,-2.065283601,4.811335803
1,20120227 19:00,0.094258055,-1.179120178,2.803853298,-2.134390078,4.842268326
1,20120227 20:00,0.174419694,-1.383427164,2.987645347,-2.37892069,4.925297728
1,20120227 21:00,0.119631611,-1.906547165,3.899127974,-2.874264321,5.80226187
1,20120227 22:00,0.067004979,-2.091246955,4.070719694,-3.014893586,5.805517925
1,20120227 23:00,0.139460576,-2.069679039,4.015227876,-2.942887537,5.635117714
1,20120228 0:00,0.190301659,-2.001445996,4.054190217,-2.763114043,5.549917609
1,20120228 1:00,0.316699552,-1.710351443,3.814440201,-2.356207746,5.093374156
1,20120228 2:00,0.485386705,-1.30991359,3.289545662,-1.795908865,4.304486954
1,20120228 3:00,0.481251749,-1.259744838,3.281659099,-1.682949913,4.266819845
1,20120228 4:00,0.331171878,-1.171721483,3.975676588,-1.601462112,5.229718481
1,20120228 5:00,0.292829613,-1.168072847,4.373071702,-1.616635702,5.844063726
1,20120228 6:00,0.356639407,-1.474102231,4.324437901,-2.10443854,5.772973689
1,20120228 7:00,0.40052626,-1.667936044,4.674951784,-2.47984441,6.360792801
1,20120228 8:00,0.502490349,-1.587666042,4.93301763,-2.486588228,7.044105992
1,20120228 9:00,0.598439988,-1.39246399,4.542194651,-2.53098503,7.507252278
1,20120228 10:00,0.558030244,-2.210670721,3.969542595,-4.046658133,6.813859156
1,20120228 11:00,0.519687997,-2.819993012,3.130499987,-5.178495592,5.300277995
1,20120228 12:00,0.474485478,-3.280633368,2.744934716,-5.71631508,4.451441732
1,20120228 13:00,0.338877918,-3.208116718,2.494755432,-5.774199518,4.182997264
1,20120228 14:00,0.393947927,-2.923066993,2.503956422,-5.503322827,4.396267375
1,20120228 15:00,0.387651527,-3.130127113,2.723027599,-5.652810793,4.694421113
1,20120228 16:00,0.441311898,-3.213133593,2.779986105,-5.798926851,4.790976237
1,20120228 17:00,0.417066052,-3.200819445,2.939469921,-5.702827444,5.012204188
1,20120228 18:00,0.320552569,-3.113252169,3.100268165,-5.564017189,5.341658763
1,20120228 19:00,0.393572022,-2.990110688,3.094134172,-5.318429816,5.360757579
1,20120228 20:00,0.376374394,-2.820449092,2.81635192,-5.175123683,5.027058823
1,20120228 21:00,0.295930824,-2.735162214,2.85359402,-5.107123518,5.054115479
1,20120228 22:00,0.287003091,-3.50593667,3.442895486,-5.193669182,4.968170807
1,20120228 23:00,0.557090491,-3.611291049,3.456916041,-5.154892229,4.811136099
1,20120229 0:00,0.664505196,-3.293403596,3.410034809,-4.618196711,4.658876094
1,20120229 1:00,0.556244697,-2.938199897,3.729754894,-4.12154798,4.983845345
1,20120229 2:00,0.509350607,-2.528416832,3.769534921,-3.543587853,5.009956375
1,20120229 3:00,0.523541004,-2.123844881,3.716952127,-2.973217102,4.958289869
1,20120229 4:00,0.452776983,-1.921085168,3.023773732,-2.707588963,4.039403831
1,20120229 5:00,0.40541301,-1.67095169,2.574305155,-2.406932938,3.456627862
1,20120229 6:00,0.297904324,-1.46155965,2.39918159,-2.232377304,3.34329488
1,20120229 7:00,0.2960248,-1.280118131,2.091000694,-2.303600673,3.338294895
1,20120229 8:00,0.355041808,-0.731529935,1.866495027,-1.932888875,3.623849565
1,20120229 9:00,0.337562255,-0.318904444,1.903531603,-1.30180312,4.367736146
1,20120229 10:00,0.320082691,-0.055980049,2.226801475,-0.621094527,5.016623021
1,20120229 11:00,0.414434726,0.084720032,2.548242379,-0.162813013,5.184955832
1,20120229 12:00,0.346865887,0.013659385,2.586650681,-0.17915936,5.132178218
1,20120229 13:00,0.227516205,-0.485186358,2.462738184,-1.132501669,4.946067685
1,20120229 14:00,0.086364064,-0.736741049,2.351171213,-1.769425405,4.782734858
1,20120229 15:00,0.188985992,-1.108151364,2.188850415,-2.568645014,4.413847114
1,20120229 16:00,0.312376648,-1.082095794,2.433474716,-2.663220307,4.444402575
1,20120229 17:00,0.535382003,-0.742425901,2.518064428,-1.913039739,4.846067995
1,20120229 18:00,0.655953374,-1.154577654,2.501603727,-2.301849279,4.816068088
1,20120229 19:00,0.792030803,-1.59041629,2.787379781,-3.141350957,5.006067499
1,20120229 20:00,0.885912956,-1.615050647,3.135797945,-3.520819727,5.790509509
1,20120229 21:00,0.879898478,-2.890826132,3.984438513,-4.311866163,5.942731259
1,20120229 22:00,0.722676427,-3.218652584,4.017817156,-5.003083122,6.07773084
1,20120229 23:00,0.851423723,-3.957683314,4.494720234,-6.039324763,6.813839667
1,20120301 0:00,0.906305778,-4.786724198,5.115654442,-7.398406757,7.73494792
1,20120301 1:00,0.922563652,-4.034047432,6.04474411,-6.38378574,9.214843773
1,20120301 2:00,0.91852268,-3.677471107,6.406834309,-5.993341688,9.741937174
1,20120301 3:00,0.898411772,-3.640096252,6.378634138,-5.699882936,9.76592712
1,20120301 4:00,0.907339512,-3.889598666,6.344793932,-6.068427082,9.673394469
1,20120301 5:00,0.933840791,-4.086574256,6.259065412,-6.067175659,9.209360356
1,20120301 6:00,0.964101102,-3.974954755,6.316593761,-5.858187977,9.190853826
1,20120301 7:00,0.968517998,-3.816869217,6.244965326,-5.734922787,9.153155338
1,20120301 8:00,0.93252512,-3.712320635,6.116372545,-5.769962638,9.205933221
1,20120301 9:00,0.881965959,-3.254226122,5.493148761,-5.557846398,8.967404608
1,20120301 10:00,0.879052695,-2.999167986,5.283903491,-5.304433191,8.907772455
1,20120301 11:00,0.843153837,-2.947146227,5.027281933,-5.268767628,8.612353397
1,20120301 12:00,0.823324858,-2.944620899,4.653347662,-5.348233004,8.09348512
1,20120301 13:00,0.751809023,-3.03098712,4.379241998,-5.539700761,7.669891204
1,20120301 14:00,0.832158598,-3.040078301,4.184660817,-5.62417183,7.397091238
1,20120301 15:00,0.785452474,-3.097150715,4.12092843,-5.718028573,7.271658088
1,20120301 16:00,0.699558298,-3.055230269,3.992335649,-5.708642899,7.112639013
1,20120301 17:00,0.568085684,-3.007754101,3.667469677,-5.723659978,6.604052142
1,20120301 18:00,0.597594207,-3.108262159,3.351627759,-6.044650041,6.122196926
1,20120301 19:00,0.691100447,-3.267862893,3.008149673,-6.490782428,5.56631559
1,20120301 20:00,0.624471368,-3.623429086,2.843460674,-7.144025362,5.211264378
1,20120301 21:00,0.66046423,-4.442140449,2.850792718,-7.903639272,4.774647348
1,20120301 22:00,0.714030619,-7.058380336,3.1937068,-10.64363047,4.721869465
1,20120301 23:00,0.745042739,-7.256871123,3.21513893,-10.64738474,4.642359927
1,20120302 0:00,0.743633108,-7.494251962,3.142946492,-10.91080933,4.462092613
1,20120302 1:00,0.868809289,-6.915685931,2.692919144,-10.22150228,3.929213632
1,20120302 2:00,0.909406985,-6.822338735,2.150749991,-10.08874305,3.160897775
1,20120302 3:00,0.844563468,-6.115433081,2.214759871,-9.241343682,3.258994658
1,20120302 4:00,0.756131917,-5.897779317,2.447274392,-9.052091156,3.575669831
1,20120302 5:00,0.931773321,-6.55074061,2.71589705,-9.643010983,3.854818009
1,20120302 6:00,0.958838424,-6.391252938,1.911670354,-9.298966839,2.665146413
1,20120302 7:00,0.913917841,-6.219100068,0.635302409,-9.152084282,0.932979302
1,20120302 8:00,0.898975639,-5.056716386,0.066872792,-7.822797139,-0.008487429
1,20120302 9:00,0.583967657,-3.968447564,0.922526228,-7.047709184,1.181842535
1,20120302 10:00,0.309557363,-4.049129563,0.918149484,-7.593434377,1.335900728
1,20120302 11:00,0.347147814,-4.423456511,0.495793696,-7.859517779,0.574826923
1,20120302 12:00,0.210976406,-4.283670257,0.240848363,-7.370850809,-0.001903746
1,20120302 13:00,0.130156937,-4.213308049,0.125411742,-7.201370936,-0.239574718
1,20120302 14:00,0.131566577,-4.320258605,0.326194869,-7.236396776,0.077758824
1,20120302 15:00,0.152241328,-4.3657595,0.447649513,-7.169734693,0.215357807
1,20120302 16:00,0.202518557,-4.174843375,0.395128586,-7.047709184,0.100801716
1,20120302 17:00,0.208720983,-4.089939643,-0.025038831,-6.871450115,-0.728742397
1,20120302 18:00,0.242834316,-3.971262052,-0.488973686,-6.665249602,-1.543802406
1,20120302 19:00,0.197819748,-3.920601262,-0.969321331,-6.643217218,-2.342403206
1,20120302 20:00,0.159665443,-3.891049134,-1.406448631,-6.566386342,-2.980362131
1,20120302 21:00,0.146978665,-3.850708135,-1.595195712,-6.46695815,-3.23910089
1,20120302 22:00,0.126303916,-3.858682519,-1.810203257,-6.317250928,-3.438586498
1,20120302 23:00,0.15383892,-3.80520724,-1.921810227,-6.209913675,-3.693375046
1,20120303 0:00,0.098393008,-3.74422666,-2.070072428,-5.909934298,-3.707200782
1,20120303 1:00,0.15412085,-3.734695696,-3.848600422,-5.317668825,-5.668448368
1,20120303 2:00,0.126303917,-3.901294639,-4.899605481,-5.524630168,-6.989857769
1,20120303 3:00,0.101118313,-3.375374307,-3.787392064,-4.980531797,-5.691440509
1,20120303 4:00,0.099050842,-3.658789668,-5.178443558,-5.1844937,-7.314302416
1,20120303 5:00,0.079315852,-3.590769982,-4.64117019,-5.198891011,-6.751633648
1,20120303 6:00,0.085988157,-3.023446362,-3.231285355,-4.588205077,-4.872664843
1,20120303 7:00,0.087209847,-1.971605698,-2.548053595,-2.95950929,-3.845043903
1,20120303 8:00,0.074523069,-1.587639495,-2.635419371,-2.420210023,-4.057721201
1,20120303 9:00,0.053472417,-1.207616463,-2.211669198,-2.033282294,-3.979803392
1,20120303 10:00,0.008927732,-1.021794565,-2.347687772,-1.658352325,-4.071771954
1,20120303 11:00,0.000361223,-0.923708205,-2.548576743,-1.480185603,-4.543749502
1,20120303 12:00,0.001019054,-0.114865408,-2.692965691,-0.29840634,-4.941002594
1,20120303 13:00,0.092002631,0.650602517,-2.759405533,1.164720372,-5.107695612
1,20120303 14:00,0.163048584,1.447615803,-2.928905602,2.408887982,-5.02658445
1,20120303 15:00,0.167371485,1.814330636,-2.764637016,3.310519572,-4.859252761
1,20120303 16:00,0.157973871,2.095281516,-2.412035021,3.922405282,-4.01045958
1,20120303 17:00,0.159101587,2.421578855,-1.719386589,4.507895922,-2.551736007
1,20120303 18:00,0.216333049,3.235843511,-1.212455827,5.860043363,-1.603948888
1,20120303 19:00,0.163800392,3.444338638,-0.854099199,6.065804931,-1.244377359
1,20120303 20:00,0.131660555,3.363996544,-1.06440484,5.935029357,-1.623109005
1,20120303 21:00,0.14265576,4.01264805,-1.26895585,6.538516636,-1.766809882
1,20120303 22:00,0.263415088,4.42076617,-1.605340247,6.622500949,-2.040160884
1,20120303 23:00,0.277887408,3.89336715,-1.815645888,6.777871928,-2.690966191
1,20120304 0:00,0.418005816,4.926970651,-1.932831121,7.19299439,-2.728009084
1,20120304 1:00,0.785828385,5.613798249,-1.568640468,8.045105312,-2.191425563
1,20120304 2:00,0.867963521,6.01271574,-1.573226353,8.463280062,-2.192663708
1,20120304 3:00,0.837233324,6.593305845,-1.524310244,9.240262286,-2.173472458
1,20120304 4:00,0.746264426,6.723313987,-1.488132705,9.461587651,-2.137566249
1,20120304 5:00,0.721454736,6.852898649,-1.629276061,9.994851591,-2.329478747
1,20120304 6:00,0.651630474,6.757615809,-1.50545716,9.913091397,-2.178425039
1,20120304 7:00,0.548256733,6.664873845,-0.582675141,10.0536981,-0.81089372
1,20120304 8:00,0.443097442,5.618880001,0.403290185,9.042892136,0.763407839
1,20120304 9:00,0.283713929,5.161522369,1.609887545,8.745534998,2.792727741
1,20120304 10:00,0.15167747,4.293813305,2.067456984,7.361340124,3.686668539
1,20120304 11:00,0.180622116,3.664099603,2.045546643,6.111502766,3.580807129
1,20120304 12:00,0.130908746,3.17116971,1.887078831,5.414718439,3.432229711
1,20120304 13:00,0.130626819,2.919199533,1.781093928,4.930927228,3.246507938
1,20120304 14:00,0.10948219,2.801048812,1.437662077,4.678355929,2.786537015
1,20120304 15:00,0.156470251,2.744726066,1.506959899,4.735640141,2.866397377
1,20120304 16:00,0.241988529,2.775216575,1.664918168,4.598158032,2.982783021
1,20120304 17:00,0.336528516,2.289062351,1.416770822,4.086245481,2.74691637
1,20120304 18:00,0.2251668,2.19462647,1.613454345,3.768578485,3.01621294
1,20120304 19:00,0.199135416,2.454642753,1.864658947,3.860753991,3.206268221
1,20120304 20:00,0.082041158,2.317858943,1.530908411,3.970635525,2.941924231
1,20120304 21:00,0.125646086,2.952654397,1.979306078,4.609094109,3.331939954
1,20120304 22:00,0.125834037,3.482850467,3.177241211,5.01060436,4.646231031
1,20120304 23:00,0.041067569,3.325739651,3.350485765,4.710643394,4.774998127
1,20120305 0:00,0.046330231,3.163123604,3.515577633,4.429429989,4.877145102
1,20120305 1:00,0.129217177,2.861583226,3.685025146,4.003660814,4.992285619
1,20120305 2:00,0.096513483,2.741291075,3.058267895,3.701410709,4.241377587
1,20120305 3:00,0.097171317,2.89782846,3.055643283,3.930311416,4.229572919
1,20120305 4:00,0.112771354,2.853703828,3.51390047,3.906915488,4.836857493
1,20120305 5:00,0.13297622,2.770707496,3.76953764,3.832933767,5.217885935
1,20120305 6:00,0.108448453,2.335764695,3.754839815,3.24740323,5.186406821
1,20120305 7:00,0.071703786,1.964382376,3.624659079,2.771264466,5.11623463
1,20120305 8:00,0.081477304,1.448544417,3.216794436,2.22051166,4.941132058
1,20120305 9:00,0.081853208,1.195353076,3.365872375,1.914467621,5.532677075
1,20120305 10:00,0.01841932,0.794029042,3.257738377,1.334627985,5.660560976
1,20120305 11:00,0.022642374,0.60544877,2.905515499,0.939426488,4.827676085
1,20120305 12:00,0,0.55029298,2.182697462,1.00329105,4.432875531
1,20120305 13:00,0,0.622258154,1.954881175,1.222706921,4.432875531
1,20120305 14:00,0,0.91537178,2.237814306,1.597041779,4.526001243
1,20120305 15:00,0,0.605974063,1.707642761,1.235985691,4.121363465
1,20120305 16:00,0.003077719,0.684242756,1.634678559,1.426314732,4.318107927
1,20120305 17:00,0.024057889,0.719962696,1.466703416,1.55783779,3.864284034
1,20120305 18:00,0.001958816,0.789826697,1.301352884,1.705168908,3.539655671
1,20120305 19:00,0.059014072,0.940060563,1.243611429,2.009948303,3.253064571
1,20120305 20:00,0.130250914,1.277298821,1.717616285,2.126927946,3.474729999
